Card ID,Card Name,Expansion,Collection No.,Stage/Type,Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,hp_int,retreat_int,moves_json,move_count
626,Patrat,WHT,72,Basic Pokemon,,,,60,{C},{F},,1,60,1,"[{""card_id"": ""626"", ""move_name"": ""Procurement"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck.""}, {""card_id"": ""626"", ""move_name"": ""Gnaw"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}]",2
627,Watchog,WHT,73,Stage 1 Pokemon,,,Patrat,90,{C},{F},,1,90,1,"[{""card_id"": ""627"", ""move_name"": ""Focus Energy"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""During your next turn, this Pokemon’s Hyper Fang attack’s base damage is 240.""}, {""card_id"": ""627"", ""move_name"": ""Hyper Fang"", ""cost"": ""●"", ""damage"": ""80"", ""damage_int"": 80, ""effect"": ""Flip a coin. If tails, this attack does nothing.""}]",2
628,Lillipup,WHT,74,Basic Pokemon,,,,60,{C},{F},,1,60,1,"[{""card_id"": ""628"", ""move_name"": ""Play Rough"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}]",1
629,Herdier,WHT,75,Stage 1 Pokemon,,,Lillipup,90,{C},{F},,1,90,1,"[{""card_id"": ""629"", ""move_name"": ""Roar"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Switch out your opponent’s Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.)""}, {""card_id"": ""629"", ""move_name"": ""Lunge Out"", ""cost"": ""●●●"", ""damage"": ""70"", ""damage_int"": 70, ""effect"": """"}]",2
630,Stoutland,WHT,76,Stage 2 Pokemon,,,Herdier,160,{C},{F},,3,160,3,"[{""card_id"": ""630"", ""move_name"": ""Odor Sleuth"", ""cost"": ""●●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Flip 3 coins. Put a number of cards up to the number of heads from your discard pile into your hand.""}, {""card_id"": ""630"", ""move_name"": ""Special Fang"", ""cost"": ""●●●●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": ""If this Pokemon has any Special Energy attached, this attack does 100 more damage.""}]",2
631,Bouffalant ex,WHT,77,Basic Pokemon,Pokemon ex,,,220,{C},{F},,2,220,2,"[{""card_id"": ""631"", ""move_name"": ""[Ability] Bouffer"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""This Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).""}, {""card_id"": ""631"", ""move_name"": ""Gold Breaker"", ""cost"": ""●●●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": ""If your opponent’s Active Pokemon is a Pokemon {ex}, this attack does 100 more damage.""}]",2
632,Rufflet,BLK,77,Basic Pokemon,,,,70,{C},{L},{F},1,70,1,"[{""card_id"": ""632"", ""move_name"": ""Peck"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""632"", ""move_name"": ""Glide"", ""cost"": ""●●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",2
633,Braviary,BLK,78,Stage 1 Pokemon,,,Rufflet,140,{C},{L},{F},1,140,1,"[{""card_id"": ""633"", ""move_name"": ""Aerial Ace"", ""cost"": ""●"", ""damage"": ""40"", ""damage_int"": 40, ""effect"": ""Flip a coin. If heads, this attack does 40 more damage.""}, {""card_id"": ""633"", ""move_name"": ""Speed Wing"", ""cost"": ""●●●●"", ""damage"": ""130"", ""damage_int"": 130, ""effect"": """"}]",2
634,Tornadus,WHT,78,Basic Pokemon,,,,120,{C},{L},{F},1,120,1,"[{""card_id"": ""634"", ""move_name"": ""Wrapped in Wind"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Attach a Basic Energy card from your hand to this Pokemon.""}, {""card_id"": ""634"", ""move_name"": ""Hurricane"", ""cost"": ""●●●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": ""Move a Basic Energy from this Pokemon to 1 of your Benched Pokemon.""}]",2
635,Steven's Baltoy,DRI,83,Basic Pokemon,,Trainer's Pokemon（Steven）,,60,{P},{D},{F},1,60,1,"[{""card_id"": ""635"", ""move_name"": ""Summoning Sign"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 2 Basic Steven’s Pokemon and put them onto your Bench. Then, shuffle your deck.""}, {""card_id"": ""635"", ""move_name"": ""Psychic Sphere"", ""cost"": ""{P}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",2
636,Steven's Claydol,DRI,84,Stage 1 Pokemon,,Trainer's Pokemon（Steven）,Steven's Baltoy,120,{P},{D},{F},2,120,2,"[{""card_id"": ""636"", ""move_name"": ""Eerie Light"", ""cost"": ""{P}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""Your opponent’s Active Pokemon is now Confused.""}, {""card_id"": ""636"", ""move_name"": ""Clay Blast"", ""cost"": ""{P}{P}●"", ""damage"": ""220"", ""damage_int"": 220, ""effect"": ""Discard all Energy from this Pokemon.""}]",2
637,Steven's Carbink,DRI,86,Basic Pokemon,,Trainer's Pokemon（Steven）,,80,{P},{M},,2,80,2,"[{""card_id"": ""637"", ""move_name"": ""[Ability] Stone Palace"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as this Pokemon is on your Bench, all of your Steven’s Pokemon take 30 less damage from attacks from your opponent’s Pokemon (after applying Weakness and Resistance). The effect of Stone Palace doesn’t stack.""}, {""card_id"": ""637"", ""move_name"": ""Magical Shot"", ""cost"": ""{P}●●"", ""damage"": ""80"", ""damage_int"": 80, ""effect"": """"}]",2
638,Steven's Skarmory,DRI,142,Basic Pokemon,,Trainer's Pokemon（Steven）,,120,{M},{L},{F},1,120,1,"[{""card_id"": ""638"", ""move_name"": ""Razor Wing"", ""cost"": ""●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}, {""card_id"": ""638"", ""move_name"": ""Sonic Double"", ""cost"": ""{M}{M}●"", ""damage"": """", ""damage_int"": null, ""effect"": ""This attack does 50 damage to 2 of your opponent’s Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)""}]",2
639,Steven's Beldum,DRI,143,Basic Pokemon,,Trainer's Pokemon（Steven）,,70,{M},{R},{G},1,70,1,"[{""card_id"": ""639"", ""move_name"": ""Ram"", ""cost"": ""{M}●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",1
640,Steven's Metang,DRI,144,Stage 1 Pokemon,,Trainer's Pokemon（Steven）,Steven's Beldum,100,{M},{R},{G},2,100,2,"[{""card_id"": ""640"", ""move_name"": ""Metal Slash"", ""cost"": ""{M}●"", ""damage"": ""70"", ""damage_int"": 70, ""effect"": ""During your next turn, this Pokemon can’t attack.""}]",1
641,Steven's Metagross ex,DRI,145,Stage 2 Pokemon,Pokemon ex,Trainer's Pokemon（Steven）,Steven's Metang,340,{M},{R},{G},3,340,3,"[{""card_id"": ""641"", ""move_name"": ""[Ability] X-Boot"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may search your deck for a Basic {P} Energy card, a Basic {M} Energy card, or 1 of each and attach them to your {P} Pokemon and {M} Pokemon in any way you like. Then, shuffle your deck.""}, {""card_id"": ""641"", ""move_name"": ""Metal Stomp"", ""cost"": ""{M}●●"", ""damage"": ""200"", ""damage_int"": 200, ""effect"": """"}]",2
642,Marnie's Purrloin,DRI,130,Basic Pokemon,,Trainer's Pokemon（Marnie）,,60,{D},{G},,1,60,1,"[{""card_id"": ""642"", ""move_name"": ""Pointy Nails"", ""cost"": ""{D}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""If your opponent’s Active Pokemon is a Pokemon {ex}, this attack does 40 more damage.""}]",1
643,Marnie's Liepard,DRI,131,Stage 1 Pokemon,,Trainer's Pokemon（Marnie）,Marnie's Purrloin,100,{D},{G},,1,100,1,"[{""card_id"": ""643"", ""move_name"": ""Pointy Claws"", ""cost"": ""{D}{D}"", ""damage"": ""70"", ""damage_int"": 70, ""effect"": ""If your opponent’s Active Pokemon is a Pokemon {ex}, this attack does 70 more damage.""}]",1
644,Marnie's Scraggy,DRI,132,Basic Pokemon,,Trainer's Pokemon（Marnie）,,70,{D},{G},,1,70,1,"[{""card_id"": ""644"", ""move_name"": ""Crunch"", ""cost"": ""{D}{D}●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": ""Discard an Energy from your opponent’s Active Pokemon.""}]",1
645,Marnie's Scrafty,DRI,133,Stage 1 Pokemon,,Trainer's Pokemon（Marnie）,Marnie's Scraggy,120,{D},{G},,2,120,2,"[{""card_id"": ""645"", ""move_name"": ""Rear Kick"", ""cost"": ""{D}"", ""damage"": ""40"", ""damage_int"": 40, ""effect"": """"}, {""card_id"": ""645"", ""move_name"": ""Wild Tackle"", ""cost"": ""{D}{D}●"", ""damage"": ""160"", ""damage_int"": 160, ""effect"": ""This Pokemon also does 30 damage to itself.""}]",2
646,Marnie's Impidimp,DRI,134,Basic Pokemon,,Trainer's Pokemon（Marnie）,,70,{D},{G},,1,70,1,"[{""card_id"": ""646"", ""move_name"": ""Filch"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Draw a card.""}, {""card_id"": ""646"", ""move_name"": ""Corkscrew Punch"", ""cost"": ""{D}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}]",2
647,Marnie's Morgrem,DRI,135,Stage 1 Pokemon,,Trainer's Pokemon（Marnie）,Marnie's Impidimp,100,{D},{G},,1,100,1,"[{""card_id"": ""647"", ""move_name"": ""Corkscrew Punch"", ""cost"": ""{D}{D}"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": """"}]",1
648,Marnie's Grimmsnarl ex,DRI,136,Stage 2 Pokemon,Pokemon ex,Trainer's Pokemon（Marnie）,Marnie's Morgrem,320,{D},{G},,2,320,2,"[{""card_id"": ""648"", ""move_name"": ""[Ability] Punk Up"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""When you play this Pokemon from your hand to evolve 1 of your Pokemon during your turn, you may search your deck for up to 5 Basic {D} Energy cards and attach them to your Marnie’s Pokemon in any way you like. Then, shuffle your deck.""}, {""card_id"": ""648"", ""move_name"": ""Shadow Bullet"", ""cost"": ""{D}{D}"", ""damage"": ""180"", ""damage_int"": 180, ""effect"": ""This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)""}]",2
649,Marnie's Morpeko,DRI,137,Basic Pokemon,,Trainer's Pokemon（Marnie）,,70,{D},{G},,,70,,"[{""card_id"": ""649"", ""move_name"": ""Spiky Wheel"", ""cost"": ""●●●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""This attack does 40 more damage for each {D} Energy attached to this Pokemon.""}]",1
650,Bulbasaur,MEG,1,Basic Pokemon,,,,80,{G},{R},,2,80,2,"[{""card_id"": ""650"", ""move_name"": ""Bind Down"", ""cost"": ""{G}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""During your opponent’s next turn, the Defending Pokemon can’t retreat.""}]",1
651,Ivysaur,MEG,2,Stage 1 Pokemon,,,Bulbasaur,110,{G},{R},,3,110,3,"[{""card_id"": ""651"", ""move_name"": ""Razor Leaf"", ""cost"": ""{G}{G}"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": """"}]",1
652,Mega Venusaur ex,MEG,3,Stage 2 Pokemon,Mega Pokemon ex,,Ivysaur,380,{G},{R},,4,380,4,"[{""card_id"": ""652"", ""move_name"": ""[Ability] Solar Transfer"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As often as you like during your turn, you may use this Ability. Move a Basic {G} Energy from 1 of your Pokemon to another of your Pokemon.""}, {""card_id"": ""652"", ""move_name"": ""Jungle Dump"", ""cost"": ""{G}{G}{G}{G}"", ""damage"": ""240"", ""damage_int"": 240, ""effect"": ""Heal 30 damage from this Pokemon.""}]",2
653,Exeggcute,MEG,4,Basic Pokemon,,,,60,{G},{R},,1,60,1,"[{""card_id"": ""653"", ""move_name"": ""Jam-Packed"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Basic {G} Energy card and attach it to this Pokemon. Then, shuffle your deck.""}]",1
654,Exeggutor,MEG,5,Stage 1 Pokemon,,,Exeggcute,140,{G},{R},,2,140,2,"[{""card_id"": ""654"", ""move_name"": ""Guard Press"", ""cost"": ""{G}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""During your opponent’s next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).""}, {""card_id"": ""654"", ""move_name"": ""Stomping Wood"", ""cost"": ""●●●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": ""This attack does 30 more damage for each {G} Energy attached to this Pokemon.""}]",2
655,Celebi,MEG,12,Basic Pokemon,,,,80,{G},{R},,1,80,1,"[{""card_id"": ""655"", ""move_name"": ""Traverse Time"", ""cost"": ""{G}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 3 in any combination of {G} Pokemon and Stadium cards, reveal them, and put them into your hand. Then, shuffle your deck.""}, {""card_id"": ""655"", ""move_name"": ""Solar Cutter"", ""cost"": ""{G}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
656,Seedot,MEG,13,Basic Pokemon,,,,60,{G},{R},,1,60,1,"[{""card_id"": ""656"", ""move_name"": ""Nap"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Heal 20 damage from this Pokemon.""}, {""card_id"": ""656"", ""move_name"": ""Seed Bomb"", ""cost"": ""{G}●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",2
657,Nuzleaf,MEG,14,Stage 1 Pokemon,,,Seedot,100,{G},{R},,2,100,2,"[{""card_id"": ""657"", ""move_name"": ""Pound"", ""cost"": ""{G}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}, {""card_id"": ""657"", ""move_name"": ""Low Kick"", ""cost"": ""{G}●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",2
658,Shiftry,MEG,15,Stage 2 Pokemon,,,Nuzleaf,160,{G},{R},,2,160,2,"[{""card_id"": ""658"", ""move_name"": ""Reversing Gust"", ""cost"": ""{G}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Flip a coin. If heads, choose 1 of your opponent’s Pokemon. Shuffle that Pokemon and all attached cards into their deck.""}, {""card_id"": ""658"", ""move_name"": ""Perplex"", ""cost"": ""{G}●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": ""Your opponent’s Active Pokemon is now Confused.""}]",2
659,Vulpix,MEG,19,Basic Pokemon,,,,70,{R},{W},,1,70,1,"[{""card_id"": ""659"", ""move_name"": ""Stampede"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""659"", ""move_name"": ""Combustion"", ""cost"": ""{R}●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",2
660,Ninetales,MEG,20,Stage 1 Pokemon,,,Vulpix,120,{R},{W},,1,120,1,"[{""card_id"": ""660"", ""move_name"": ""Supernatural Shapeshifter"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Discard the top card of your deck, and if that card is a Supporter card, use the effect of that card as the effect of this attack.""}, {""card_id"": ""660"", ""move_name"": ""Combustion"", ""cost"": ""{R}●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": """"}]",2
661,Numel,MEG,21,Basic Pokemon,,,,80,{R},{W},,2,80,2,"[{""card_id"": ""661"", ""move_name"": ""Call for Family"", ""cost"": ""{R}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.""}, {""card_id"": ""661"", ""move_name"": ""Flare"", ""cost"": ""{R}●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
662,Mega Camerupt ex,MEG,22,Stage 1 Pokemon,Mega Pokemon ex,,Numel,340,{R},{W},,4,340,4,"[{""card_id"": ""662"", ""move_name"": ""Roasting Heat"", ""cost"": ""{R}"", ""damage"": ""80"", ""damage_int"": 80, ""effect"": ""If your opponent’s Active Pokemon is Burned, this attack does 160 more damage.""}, {""card_id"": ""662"", ""move_name"": ""Volcanic Meteor"", ""cost"": ""{R}●●●"", ""damage"": ""280"", ""damage_int"": 280, ""effect"": ""Discard 2 Energy from this Pokemon.""}]",2
663,Volcanion,MEG,25,Basic Pokemon,,,,130,{R},{W},,2,130,2,"[{""card_id"": ""663"", ""move_name"": ""Singe"", ""cost"": ""{R}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Your opponent’s Active Pokemon is now Burned.""}, {""card_id"": ""663"", ""move_name"": ""Backfire"", ""cost"": ""{R}{R}●"", ""damage"": ""130"", ""damage_int"": 130, ""effect"": ""Put 2 {R} Energy attached to this Pokemon into your hand.""}]",2
664,Scorbunny,MEG,26,Basic Pokemon,,,,70,{R},{W},,1,70,1,"[{""card_id"": ""664"", ""move_name"": ""Wild Kick"", ""cost"": ""●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""Flip a coin. If tails, this attack does nothing.""}]",1
665,Raboot,MEG,27,Stage 1 Pokemon,,,Scorbunny,100,{R},{W},,1,100,1,"[{""card_id"": ""665"", ""move_name"": ""Jumping Kick"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""This attack does 40 damage to 1 of your opponent’s Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)""}]",1
666,Cinderace,MEG,28,Stage 2 Pokemon,,,Raboot,160,{R},{W},,,160,,"[{""card_id"": ""666"", ""move_name"": ""[Ability] Explosiveness"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If this Pokemon is in your hand when you are setting up to play, you may put it face down in the Active Spot.""}, {""card_id"": ""666"", ""move_name"": ""Turbo Flare"", ""cost"": ""●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": ""Search your deck for up to 3 Basic Energy cards and attach them to your Benched Pokemon in any way you like. Then, shuffle your deck.""}]",2
667,Corphish,MEG,33,Basic Pokemon,,,,80,{W},{L},,2,80,2,"[{""card_id"": ""667"", ""move_name"": ""Vise Grip"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""667"", ""move_name"": ""Take Down"", ""cost"": ""●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""This Pokemon also does 10 damage to itself.""}]",2
668,Gimmighoul,MEG,67,Basic Pokemon,,,,70,{P},{D},{F},2,70,2,"[{""card_id"": ""668"", ""move_name"": ""Slap"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}]",1
669,Sandshrew,MEG,68,Basic Pokemon,,,,70,{F},{G},,1,70,1,"[{""card_id"": ""669"", ""move_name"": ""Dig Claws"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""669"", ""move_name"": ""Mud-Slap"", ""cost"": ""{F}●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",2
670,Sandslash,MEG,69,Stage 1 Pokemon,,,Sandshrew,120,{F},{G},,1,120,1,"[{""card_id"": ""670"", ""move_name"": ""Sand Attack"", ""cost"": ""●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": ""During your opponent’s next turn, if the Defending Pokemon tries to use an attack, your opponent flips a coin. If tails, that attack doesn’t happen.""}, {""card_id"": ""670"", ""move_name"": ""Mud Shot"", ""cost"": ""{F}●●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": """"}]",2
671,Onix,MEG,70,Basic Pokemon,,,,120,{F},{G},,4,120,4,"[{""card_id"": ""671"", ""move_name"": ""Bind"", ""cost"": ""●●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.""}, {""card_id"": ""671"", ""move_name"": ""Strength"", ""cost"": ""●●●●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": """"}]",2
672,Tyrogue,MEG,71,Basic Pokemon,,,,30,{F},{P},,,30,,"[{""card_id"": ""672"", ""move_name"": ""Pow-Pow Punching"", ""cost"": ""No cost"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Flip a coin until you get tails. This attack does 30 more damage for each heads.""}]",1
673,Makuhita,MEG,72,Basic Pokemon,,,,80,{F},{P},,2,80,2,"[{""card_id"": ""673"", ""move_name"": ""Corkscrew Punch"", ""cost"": ""{F}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""673"", ""move_name"": ""Confront"", ""cost"": ""{F}{F}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
674,Hariyama,MEG,73,Stage 1 Pokemon,,,Makuhita,150,{F},{P},,3,150,3,"[{""card_id"": ""674"", ""move_name"": ""[Ability] Heave-Ho Catcher"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, when you play this Pokemon from your hand to evolve 1 of your Pokemon, you may use this Ability. Switch in 1 of your opponent’s Benched Pokemon to the Active Spot.""}, {""card_id"": ""674"", ""move_name"": ""Wild Press"", ""cost"": ""{F}{F}{F}"", ""damage"": ""210"", ""damage_int"": 210, ""effect"": ""This Pokemon also does 70 damage to itself.""}]",2
675,Lunatone,MEG,74,Basic Pokemon,,,,110,{F},{G},,1,110,1,"[{""card_id"": ""675"", ""move_name"": ""[Ability] Lunar Cycle"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, if you have Solrock in play, you may discard a Basic {F} Energy card from your hand in order to use this Ability. Draw 3 cards. You can’t use more than 1 Lunar Cycle Ability each turn.""}, {""card_id"": ""675"", ""move_name"": ""Power Gem"", ""cost"": ""{F}{F}"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",2
676,Solrock,MEG,75,Basic Pokemon,,,,110,{F},{G},,1,110,1,"[{""card_id"": ""676"", ""move_name"": ""Cosmic Beam"", ""cost"": ""{F}"", ""damage"": ""70"", ""damage_int"": 70, ""effect"": ""If you don’t have Lunatone on your Bench, this attack does nothing. This attack’s damage isn’t affected by Weakness or Resistance.""}]",1
677,Riolu,MEG,76,Basic Pokemon,,,,80,{F},{P},,2,80,2,"[{""card_id"": ""677"", ""move_name"": ""Accelerating Stab"", ""cost"": ""{F}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""During your next turn, this Pokemon can’t use Accelerating Stab.""}]",1
678,Mega Lucario ex,MEG,77,Stage 1 Pokemon,Mega Pokemon ex,,Riolu,340,{F},{P},,2,340,2,"[{""card_id"": ""678"", ""move_name"": ""Aura Jab"", ""cost"": ""{F}"", ""damage"": ""130"", ""damage_int"": 130, ""effect"": ""Attach up to 3 Basic {F} Energy cards from your discard pile to your Benched Pokemon in any way you like.""}, {""card_id"": ""678"", ""move_name"": ""Mega Brave"", ""cost"": ""{F}{F}"", ""damage"": ""270"", ""damage_int"": 270, ""effect"": ""During your next turn, this Pokemon can’t use Mega Brave.""}]",2
679,Croagunk,MEG,78,Basic Pokemon,,,,70,{F},{P},,1,70,1,"[{""card_id"": ""679"", ""move_name"": ""Smack"", ""cost"": ""{F}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",1
680,Toxicroak,MEG,79,Stage 1 Pokemon,,,Croagunk,130,{F},{P},,1,130,1,"[{""card_id"": ""680"", ""move_name"": ""Reckless Charge"", ""cost"": ""{F}"", ""damage"": ""70"", ""damage_int"": 70, ""effect"": ""This Pokemon also does 20 damage to itself.""}]",1
681,Marshadow,MEG,80,Basic Pokemon,,,,90,{F},{P},,1,90,1,"[{""card_id"": ""681"", ""move_name"": ""Shadowy Side Kick"", ""cost"": ""{F}{F}"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": ""If your opponent’s Pokemon is Knocked Out by damage from this attack, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokemon.""}]",1
682,Stonjourner,MEG,81,Basic Pokemon,,,,130,{F},{G},,2,130,2,"[{""card_id"": ""682"", ""move_name"": ""Stony Kick"", ""cost"": ""{F}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""This attack also does 20 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)""}, {""card_id"": ""682"", ""move_name"": ""Boundless Power"", ""cost"": ""{F}{F}●"", ""damage"": ""140"", ""damage_int"": 140, ""effect"": ""During your next turn, this Pokemon can’t use attacks.""}]",2
683,Nacli,MEG,82,Basic Pokemon,,,,70,{F},{G},,2,70,2,"[{""card_id"": ""683"", ""move_name"": ""Ram"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}]",1
684,Naclstack,MEG,83,Stage 1 Pokemon,,,Nacli,110,{F},{G},,3,110,3,"[{""card_id"": ""684"", ""move_name"": ""Rock Hurl"", ""cost"": ""{F}●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": ""This attack’s damage isn’t affected by Resistance.""}]",1
685,Garganacl,MEG,84,Stage 2 Pokemon,,,Naclstack,180,{F},{G},,4,180,4,"[{""card_id"": ""685"", ""move_name"": ""[Ability] Powerful a-Salt"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by your {F} Pokemon do 30 more damage to your opponent’s Active Pokemon (before applying Weakness and Resistance).""}, {""card_id"": ""685"", ""move_name"": ""Hammer In"", ""cost"": ""{F}{F}●"", ""damage"": ""130"", ""damage_int"": 130, ""effect"": """"}]",2
686,Crawdaunt,MEG,85,Stage 1 Pokemon,,,Corphish,130,{D},{G},,3,130,3,"[{""card_id"": ""686"", ""move_name"": ""Vise Grip"", ""cost"": ""●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}, {""card_id"": ""686"", ""move_name"": ""Cutting Riposte"", ""cost"": ""{D}{D}●"", ""damage"": ""130"", ""damage_int"": 130, ""effect"": ""If this Pokemon has any damage counters on it, this attack can be used for {D}.""}]",2
687,Mega Absol ex,MEG,86,Basic Pokemon,Mega Pokemon ex,,,280,{D},{G},,2,280,2,"[{""card_id"": ""687"", ""move_name"": ""Terminal Period"", ""cost"": ""{D}●"", ""damage"": """", ""damage_int"": null, ""effect"": ""If your opponent’s Active Pokemon has exactly 6 damage counters on it, that Pokemon is Knocked Out.""}, {""card_id"": ""687"", ""move_name"": ""Claw of Darkness"", ""cost"": ""{D}{D}●"", ""damage"": ""200"", ""damage_int"": 200, ""effect"": ""Your opponent reveals their hand, and you discard a card you find there.""}]",2
688,Spiritomb,MEG,87,Basic Pokemon,,,,80,{D},{G},,1,80,1,"[{""card_id"": ""688"", ""move_name"": ""[Ability] Spiteful Swirl"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If your Active {D} Pokemon is damaged by an attack from your opponent’s Pokemon (even if your Active {D} Pokemon is Knocked Out), place 1 damage counter on the Attacking Pokemon.""}, {""card_id"": ""688"", ""move_name"": ""Mountain Breaker"", ""cost"": ""{D}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Discard the top card of your opponent’s deck.""}]",2
