Card ID,Card Name,Expansion,Collection No.,Stage/Type,Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,hp_int,retreat_int,moves_json,move_count
1254,Levincia,JTG,150,Stadium,,,,,,,,,,,"[{""card_id"": ""1254"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during each player’s turn, that player may put up to 2 Basic {L} Energy cards from their discard pile into their hand.""}]",1
1255,Postwick,JTG,154,Stadium,,,,,,,,,,,"[{""card_id"": ""1255"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by Hop’s Pokemon (both yours and your opponent’s) do 30 more damage to the opponent’s Active Pokemon (before applying Weakness and Resistance).""}]",1
1256,Team Rocket's Watchtower,DRI,180,Stadium,,,,,,,,,,,"[{""card_id"": ""1256"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""{C} Pokemon in play (both yours and your opponent’s) have no Abilities.""}]",1
1257,Team Rocket's Factory,DRI,173,Stadium,,,,,,,,,,,"[{""card_id"": ""1257"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during each player’s turn, if they played a Supporter card that has \""Team Rocket\"" in its name from their hand this turn, they may draw 2 cards.""}]",1
1258,Granite Cave,DRI,166,Stadium,,,,,,,,,,,"[{""card_id"": ""1258"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Steven’s Pokemon (both yours and your opponent’s) take 30 less damage from attacks from the opponent’s Pokemon (after applying Weakness and Resistance).""}]",1
1259,Spikemuth Gym,DRI,169,Stadium,,,,,,,,,,,"[{""card_id"": ""1259"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during each player’s turn, that player may search their deck for a Marnie’s Pokemon, reveal it, and put it into their hand. Then, that player shuffles their deck.""}]",1
1260,Risky Ruins,MEG,127,Stadium,,,,,,,,,,,"[{""card_id"": ""1260"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Whenever any player puts a Basic non-{D} Pokemon onto their Bench during their turn, place 2 damage counters on that Pokemon.""}]",1
1261,Forest of Vitality,MEG,117,Stadium,,,,,,,,,,,"[{""card_id"": ""1261"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Each player’s {G} Pokemon can evolve into {G} Pokemon during the turn they play those Pokemon, except during their first turn.""}]",1
1262,Surfing Beach,MEG,129,Stadium,,,,,,,,,,,"[{""card_id"": ""1262"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during each player’s turn, that player may switch their Active {W} Pokemon with 1 of their Benched {W} Pokemon.""}]",1
1263,Mystery Garden,MEG,122,Stadium,,,,,,,,,,,"[{""card_id"": ""1263"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during each player’s turn, that player may discard an Energy card from their hand in order to draw cards until they have as many cards in their hand as they have {P} Pokemon in play.""}]",1
1264,Battle Cage,PFL,85,Stadium,,,,,,,,,,,"[{""card_id"": ""1264"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Prevent all damage counters from being placed on Benched Pokemon (both yours and your opponent’s) by effects of attacks and Abilities from the opponent’s Pokemon. (Damage from attacks is still taken.)""}]",1
1265,Dizzying Valley,PFL,88,Stadium,,,,,,,,,,,"[{""card_id"": ""1265"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Confused Pokemon (both yours and your opponent’s) don’t recover from that Special Condition when they evolve or devolve.""}]",1
1266,Nighttime Mine,ASC,197,Stadium,,,,,,,,,,,"[{""card_id"": ""1266"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by each Tera Pokemon in play (both yours and your opponent’s) cost {C} more.""}]",1
1267,Lumiose City,POR,77,Stadium,,,,,,,,,,,"[{""card_id"": ""1267"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during each player’s turn, that player may search their deck for a Basic Pokemon and put it onto their Bench. Then, that player shuffles their deck. If a player searches their deck in this way, their turn ends.""}]",1
